organism	tf_locus_tag	tf_name	tf_ortho_names	tg_locus_tag	tg_name	tg_ortho_names	interaction	tfbs_count
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10210	FOXG_10210		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10214	FOXG_10214		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10251	FOXG_10251		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10256	FOXG_10256		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10267	FOXG_10267		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10270	FOXG_10270		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10275	FOXG_10275		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10299	FOXG_10299		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10304	FOXG_10304		-	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10313	FOXG_10313		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10325	FOXG_10325		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10335	FOXG_10335		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10373	FOXG_10373		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10374	FOXG_10374		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10412	FOXG_10412		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10419	FOXG_10419		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10428	sti35	sti35	+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10433	FOXG_10433		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10437	FOXG_10437		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10442	FOXG_10442		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10458	FOXG_10458		-	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10463	FOXG_10463		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10476	FOXG_10476		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10477	FOXG_10477		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10522	FOXG_10522		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10526	FOXG_10526		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10532	FOXG_10532		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10547	FOXG_10547		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10549	FOXG_10549		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10560	FOXG_10560		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10566	FOXG_10566		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10568	FOXG_10568		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10569	FOXG_10569		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10571	FOXG_10571		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10608	FOXG_10608		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10616	FOXG_10616		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10620	FOXG_10620		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10631	FOXG_10631		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10637	FOXG_10637		-	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10652	FOXG_10652		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10708	FOXG_10708		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10713	FOXG_10713		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10745	FOXG_10745		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10795	FOXG_10795		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_10872	FOXG_10872		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11000	FOXG_11000		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11015	FOXG_11015		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11035	FOXG_11035		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11037	FOXG_11037		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11040	FOXG_11040		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11051	FOXG_11051		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11059	FOXG_11059		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11062	FOXG_11062		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11066	FOXG_11066		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11069	FOXG_11069		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11070	FOXG_11070		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11072	FOXG_11072		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11080	FOXG_11080		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11097	FOXG_11097		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11101	FOXG_11101		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11111	FOXG_11111		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11121	FOXG_11121		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11163	FOXG_11163		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11168	FOXG_11168		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11172	FOXG_11172		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11176	FOXG_11176		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11186	FOXG_11186		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11189	FOXG_11189		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11204	FOXG_11204		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11205	FOXG_11205		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11220	FOXG_11220		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11225	FOXG_11225		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11226	FOXG_11226		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11241	FOXG_11241		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11249	FOXG_11249		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11262	FOXG_11262		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11266	FOXG_11266		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11267	FOXG_11267		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11270	FOXG_11270		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11288	FOXG_11288		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11290	FOXG_11290		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11291	FOXG_11291		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11292	FOXG_11292		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11294	FOXG_11294		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11295	FOXG_11295		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11307	FOXG_11307		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11312	FOXG_11312		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11323	FOXG_11323		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11324	MEF1	MEF1	+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11325	FOXG_11325		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11366	FOXG_11366		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11385	FOXG_11385		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11398	FOXG_11398		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11418	FOXG_11418		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11421	FOXG_11421		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11429	FOXG_11429		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11448	FOXG_11448		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11462	FOXG_11462		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11465	FOXG_11465		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11485	FOXG_11485		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11486	FOXG_11486		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11501	FOXG_11501		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11503	FOXG_11503		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11506	BNA5	BNA5	+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11511	FOXG_11511		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11517	FOXG_11517		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11518	FOXG_11518		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11520	FOXG_11520		+	2
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11521	FOXG_11521		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11539	FOXG_11539		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11567	FOXG_11567		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11570	FOXG_11570		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11593	FOXG_11593		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11611	FOXG_11611		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11613	FOXG_11613		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11669	FOXG_11669		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11672	FOXG_11672		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11683	FOXG_11683		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11698	FOXG_11698		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11705	FOXG_11705		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11736	FOXG_11736		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11737	FOXG_11737		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11749	FOXG_11749		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11750	FOXG_11750		NaN	2
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11767	FOXG_11767		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11769	FOXG_11769		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11979	FOXG_11979		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_11987	FOXG_11987		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12011	FOXG_12011		-	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12052	FOXG_12052		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12101	FOXG_12101		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12119	FOXG_12119		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12125	FOXG_12125		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12140	FOXG_12140		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12143	FOXG_12143		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12144	FOXG_12144		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12160	FOXG_12160		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12162	FOXG_12162		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12194	FOXG_12194		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12260	katG	katG	-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12263	FOXG_12263		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12330	FOXG_12330		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12345	FOXG_12345		-	2
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12417	FOXG_12417		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12493	FOXG_12493		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12649	FOXG_12649		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12664	FOXG_12664		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12665	FOXG_12665		-	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12668	FOXG_12668		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12671	FOXG_12671		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12673	FOXG_12673		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12682	FOXG_12682		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12714	FOXG_12714		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12718	FOXG_12718		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12730	FOXG_12730		+	2
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12744	FOXG_12744		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12759	FOXG_12759		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12761	FOXG_12761		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12778	FOXG_12778		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12789	FOXG_12789		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12790	FOXG_12790		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12803	FOXG_12803		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12815	FOXG_12815		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12816	FOXG_12816		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12822	FOXG_12822		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12830	FOXG_12830		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12832	FOXG_12832		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12833	FOXG_12833		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12840	RPS0	RPS0	+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12843	FOXG_12843		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12844	FOXG_12844		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12871	FOXG_12871		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12882	FOXG_12882		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12883	FOXG_12883		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12884	FOXG_12884		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12885	FOXG_12885		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12890	FOXG_12890		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12891	FOXG_12891		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12893	FOXG_12893		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12907	FOXG_12907		+	2
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12908	FOXG_12908		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12910	FOXG_12910		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12911	FOXG_12911		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12914	FOXG_12914		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12915	FOXG_12915		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12928	FOXG_12928		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_12977	FOXG_12977		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13047	FOXG_13047		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13070	FOXG_13070		-	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13096	FOXG_13096		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13188	FOXG_13188		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13198	FOXG_13198		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13201	FOXG_13201		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13234	FOXG_13234		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13303	FOXG_13303		-	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13320	FOXG_13320		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13355	FOXG_13355		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13377	FOXG_13377		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13387	FOXG_13387		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13415	FOXG_13415		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13440	FOXG_13440		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13487	FOXG_13487		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13494	FOXG_13494		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13617	FOXG_13617		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13626	FOXG_13626		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13640	FOXG_13640		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13642	FOXG_13642		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13653	FOXG_13653		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13660	FOXG_13660		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13677	FOXG_13677		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13680	FOXG_13680		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13725	FOXG_13725		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13739	FOXG_13739		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13752	FOXG_13752		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13760	FOXG_13760		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13761	FOXG_13761		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13804	FOXG_13804		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13813	FOXG_13813		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13840	FOXG_13840		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13847	FOXG_13847		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13856	FOXG_13856		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13863	FOXG_13863		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13864	FOXG_13864		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13874	FOXG_13874		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13876	FOXG_13876		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13887	FOXG_13887		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13892	FOXG_13892		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13904	FOXG_13904		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13914	FOXG_13914		NaN	2
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13925	FOXG_13925		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13926	FOXG_13926		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13928	FOXG_13928		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13930	FOXG_13930		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13932	FOXG_13932		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13941	FOXG_13941		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13949	FOXG_13949		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13954	FOXG_13954		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_13955	FOXG_13955		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14046	FOXG_14046		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14119	FOXG_14119		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14120	FOXG_14120		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14177	FOXG_14177		+	2
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14218	FOXG_14218		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14329	FOXG_14329		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14342	FOXG_14342		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14383	FOXG_14383		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14436	FOXG_14436		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14504	FOXG_14504		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14564	FOXG_14564		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14607	FOXG_14607		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14706	FOXG_14706		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14708	FOXG_14708		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14790	FOXG_14790		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14805	FOXG_14805		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14851	FOXG_14851		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14951	FOXG_14951		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_14970	FOXG_14970		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15045	FOXG_15045		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15099	FOXG_15099		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15106	FOXG_15106		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15151	FOXG_15151		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15190	FOXG_15190		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15213	FOXG_15213		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15219	FOXG_15219		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15265	FOXG_15265		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15352	FOXG_15352		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15372	FOXG_15372		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15406	FOXG_15406		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15415	FOXG_15415		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15418	FOXG_15418		+	2
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15420	FOXG_15420		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15430	FOXG_15430		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15482	FOXG_15482		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15622	FOXG_15622		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15625	FOXG_15625		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15641	FOXG_15641		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15642	FOXG_15642		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15666	FOXG_15666		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15713	FOXG_15713		NaN	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15714	FOXG_15714		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15720	FOXG_15720		+	1
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15733	FOXG_15733		-	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15742	FOXG_15742		+	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15750	FOXG_15750		NaN	0
Foxysporum	FOXG_01037	FOXG_01037	wc-2	FOXG_15820	FOXG_15820		+	0
